Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot,Scaled IMDb Rating
Kobbari Matta,Telugu,5.9,1 h 48 min,2019.0,13+,"Kobbarimatta revolves around a village head Peddarayudu (Sampoornesh Babu), who lives with his big family of three wives, four brothers and many sisters. A good Samaritan, he and his family are known for their relationship and affection. Conflict arises when Android, a look alike of Peddaryudu, claims he is the family heir and demands a share in the property.",0.5555555555555557
The Prestige,English,8.5,2 h 10 min,2006.0,All,Rival magicians in turn-of-the-century London battle each other for trade secrets.,0.8765432098765432
Raanjhanaa,Hindi,7.6,2 h 18 min,2013.0,NR,"First love in anyone's life holds a special place especially if the memory is filled with the vibrant musings of the city that you grew up in. Benaras holds a special place in Kundan's heart, because not only did he grow up as a typical, god fearing, shiv bhakt-Pandit but also because it was the city that gave him Zoya. Quiet and beautiful with mischievous eyes, Zoya was the girl of his dreams",0.7654320987654322
Ek Duuje Ke Liye,Hindi,7.5,2 h 43 min,1981.0,All,"It's story of Vasu (Tamil Man) and Sapna ( North Indian woman) are madly in love but face opposition from their parents. To immortalise their love, both end-up committing suicide, by jumping off a cliff. The film was a Blockbuster. It received critical acclaim upon release, winning a National Film Award and 3 Filmfare awards.",0.7530864197530864
Wild Things 2,English,4.6,1 h 34 min,2004.0,18+,"The sexy sequel to the $30 million hit erotic-thriller Wild Things. A 17-year-old girl expecting to inherit her stepfather's fortune, finds herself in a love/hate relationship with a fellow classmate who appears suddenly claiming to be the illegitimate daughter and rightful heir. Great suspense filled with sex, money, deceit and murder.",0.3950617283950617
Kumki,Tamil,7.1,2 h 26 min,2012.0,All,"A mahout and his elephant earn a livelihood by performing in temples. However, when they visit a village, the responsibility of protecting the villagers from a wild elephant falls on their shoulder.",0.7037037037037037
Budugu,Telugu,5.2,2 h 1 min,2015.0,13+,"Pooja (Lakshmi Manchu) and Rahul (Sreedhar Rao) join their ten year old son Bunny (Prem Babu) in a boarding school. As time passes by, Bunny is kicked out of the school for his weird behavior.He returns back and continues to create havoc with his unique nature.",0.4691358024691359
Grown Ups,English,5.9,1 h 42 min,2010.0,13+,"Just because you grow older doesn’t mean you have to grow up! Comedy superstars Adam Sandler, Kevin James, Chris Rock, David Spade and Rob Schneider are at their hilarious and outrageous best playing childhood friends who reunite one holiday weekend to relive the good old days. It doesn’t matter that these five guys are now respectable businessmen, husbands and fathers. Once th...",0.5555555555555557
Under Siege,English,6.5,1 h 42 min,1992.0,18+,A Navy Seal turned chef almost single handedly retakes the USS Missouri from hijackers who capture the ship to steal her nuclear weapons. The villains don't count on a pissed off cook with commando training.,0.6296296296296297
Dhadak,Hindi,4.5,2 h 17 min,2018.0,13+,"Set in Rajasthan, this love story explores how the protagonists deal with issues like differences between castes and honor killings.",0.3827160493827161
Happy Breakup,Hindi,6.9,1 h 42 min,2016.0,16+,"The story unfolds with 'Someone' about to commit suicide after the girl he loves ditches him. As he prepares to kill himself, he receives a call from his friend who suggests watching a video on YouTube before he dies. So, what is there in the video? And how does that change his life?",0.6790123456790125
Maachis,English,7.8,2 h 36 min,1996.0,18+,The film portrays the circumstances surrounding the rise of the Sikh insurgency in Punjab in the 1980s and traces the transformation of a youth from a boy next door to a dreaded terrorist bent on wreaking vengeance. Chandrachur Singh won the Best male debut filmfare award and Tabu won Best actress at the National Award.,0.7901234567901235
Dastaan,Hindi,7.0,2 h 39 min,1972.0,All,"When Vishnu, a reputed judge, is mistakenly assumed as Anil, who is the murderer of Dhanraj, he decides to travel to Anil's home town and unravel the mystery behind it.",0.6913580246913581
Bakula Namdeo Ghotale,Marathi,6.2,2 h 10 mins,2007.0,All,"Namdev returns to his village with his pretty new bride Bakula. He goes to meet the corrupted sarpanch, Ghotale, who instantly gets attracted to Bakula and tries to woo her.",0.5925925925925927
Mission: Impossible Ghost Protocol,Hindi,7.4,2 h 12 min,2011.0,13+,"Agent Ethan Hunt and his elite team go underground after a bombing implicates them as terrorists. While trying to clear their name, the team uncovers a plot to start a nuclear war.",0.7407407407407408
Howl,Tamil,5.4,1 h 32 min,2015.0,18+,"When passengers on a train are attacked by a creature, they must band together in order to survive until morning.",0.49382716049382724
Aaj Ka Khiladi,Hindi,7.5,2 h 13 min,2017.0,All,"Uma(Nani) is a PHD student in Vizag who falls in love with Pallavi(Nivetha Thomas) & also Pallavi accepts his love. Both decide to get married once Uma settles in his career. Pallavi's dad (Murali Sharma) suddenly fixes Pallavi's marriage with Arun(Aadi). Uma & Pallavi are forced to break up, after which Pallavi marries Arun. How will Uma face this? Will he try to win his love all over again?",0.7530864197530864
In Loving Memory,Bengali,7.0,30min,2017.0,All,"An elderly woman suddenly inherits a large sum of money from her long deceased husband and decides to use it to build a lavish tomb, where she intends to rest in peace after her demise.",0.6913580246913581
Run,Telugu,6.7,1 h 45 min,2016.0,All,"Sanju, a jobless computer engineer, who has to pay his debt to 'Vaddi' Raja, an unkind money lender, elopes with his lover Ammu as her father refuses to get her married to the jobless Sanju.",0.6543209876543211
Abhayam Thedi,Malayalam,7.5,1 h 54 min,1986.0,NR,"Abhayam Thedi is a 1986 Indian Malayalam film, directed by IV Sasi. The film stars Mohanlal, Shobhana, Sukumari, and Thilakan in lead roles. The film had musical score by Shyam.",0.7530864197530864
Jack Ryan: Shadow Recruit,Telugu,6.2,1 h 45 min,2014.0,13+,Jack Ryan must quickly evolve from soldier to analyst to full-fledged operative to stop a devastating terrorist plot against the United States.,0.5925925925925927
Meendum Kokila,Tamil,6.3,2 h 19 min,1981.0,All,"Subramaniam, a lawyer is married to Kokila and has a daughter. Things go well until he meets Kamini, a movie star in a party. He gets attracted towards Kamini and becomes ready to sacrifice his own family for her. Kokila's efforts in bringing back her husband forms the rest of the story.",0.6049382716049383
Runner Runner,English,5.6,1 h 31 min,2013.0,18+,A college student (Justin Timberlake) takes the ultimate gamble when he goes to Costa Rica to confront the online gaming tycoon (Ben Affleck) who cheated him out of his winnings.,0.5185185185185185
Bangalore Naatkal,Tamil,5.5,2 h 35 min,2016.0,All,"Arjun (Arya), a bike racer and his cousins Divya (Sri Divya) and Kannan aka Kutty (Bobby Simha) who share a close bond together, relocate to Bangalore in hope of a fresh start and experience various shades of life.",0.5061728395061729
Shivashankar,Kannada,4.5,2 h 17 min,1990.0,NR,"Shivashankar is a 1990 Indian Kannada film, directed by Bhargava and produced by Bhargava, Rajaram. The film stars Vishnuvardhan, Shobhana, Ramesh Bhat, Mukyamanthri Chandru in lead roles. The film has musical score by Rajan-Nagendra.",0.3827160493827161
Asuran,Tamil,8.5,2 h 19 min,2019.0,13+,"The son of a farmer from an underprivileged caste kills a rich, upper caste landlord. Will the farmer, a loving father and a pacifist by heart, be able to save his hot-blooded son is the rest of the story.",0.8765432098765432
Agnichakra,Hindi,3.6,2 h 3 min,1997.0,13+,"Agnichakra Is A Bollywood Hindi Action Movie, Directed By Amit Suryavanshi, Starring Govinda, Naseeruddin Shah, Dimple Kapadia, Anupam Kher And Raj Kiran In The Lead Roles. Amar, A Young Man, Teams Up With An Alcoholic Inspector And The Police Department To Capture Jumbo, A Terrorist Responsible For The Death Of His Brother Suryaveer.",0.271604938271605
Geetanjali,Hindi,6.2,2 h 30 min,1993.0,All,"Sagar marries Anjali's twin, Geeta. Later, Geeta assumes that Sagar is having an affair and she leaves him. Anjali, replaces her and uncovers the truth. Does she manage to reunite the two?",0.5925925925925927
Awam,Hindi,5.8,2 h 36 min,1987.0,All,"A Captain discovers that his assignment to work with a Defence minister is a front for government espionage, and is pulled into a complex tangle of deceit in the struggle to keep his country safe.",0.54320987654321
Sundara Killadi,Malayalam,6.1,2 h 31 min,1989.0,NR,"Swapnabhoomi is a village where strange customs and rituals exist. When a water shortage occurs the leader (Nedumudi Venu) sends a person (Ashokan) to inform Premachandran (Dileep) of the situation and request him to come to Swapnabhoomi and dig a well. Because of his poverty, he accepts the advance and agrees.Then he discovers that other workers who had tried to dig a well there died becaus ...",0.5802469135802469
Ajnabee,Hindi,6.4,2 h 14 min,1973.0,NR,"Rohit is a middle-classed young and dashing guy who is in love with wealthy and lovely Rashmi, and both decide to get married against her father, Sardarilal's wish. Shortly after their marriage, Rashmi gets pregnant, which she looks at as a hindrance in her career since she won a beauty pageant Rashmi now has to decide whether her career is more important to her or Rohit and her to be born c ...",0.617283950617284
T-34,English,6.7,1 h 52 min,2018.0,All,"In 1944, a courageous group of Russian soldiers managed to escape from German captivity in a half-destroyed legendary T-34 tank. Those were the times of unforgettable bravery, fierce fighting, unbreakable love, and legendary miracles.",0.6543209876543211
Jurassic Attack aka Rise of the Dinosaurs,English,2.3,1 h 23 min,2016.0,16+,A group of soldiers attempting to rescue a hostage from a terrorist crash land into unfamiliar jungles which are inhabited by a group of long hidden dinosaurs. Now they must find a way out of this isolated valley before becoming prey for prehistoric predators.,0.1111111111111111
Aiven Raula Pai Gya,Punjabi,6.6,2 h 36 mins,2021.0,13+,"The story of three college friends, enjoying their young life. Rajveer is the commander of a short army of three friends and leads them to find fun every time. But with his fun loving life, he has to go through some real difficulties in family, friendship and in his love life. When everything is going right in his life suddenly he gets hit with a big shock which changes the motive of his life.",0.6419753086419753
